Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,Consent object-7 Response,Consent object-7 Quantised
1,1742974041751,26/03/2025 07:27,1742984841751,3,26/03/2025 13:27,209877,4,questionnaire-wmsj,,44723816,BLINDED,13035376,,complete,,,mobile,Apple iPhone,iOS 17.4.1,Mobile Safari 17.4.1,414x896,414x711,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742974479179,26/03/2025 07:34,1742985279179,3,26/03/2025 13:34,209877,4,questionnaire-wmsj,,44724003,BLINDED,13035427,,live,,,mobile,Apple iPhone,iOS 18.0.1,Mobile Safari 18.0.1,390x844,390x648,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974746097,26/03/2025 07:39,1742985546097,3,26/03/2025 13:39,209877,4,questionnaire-wmsj,,44724121,BLINDED,13035454,,complete,,,mobile,undefined K,Android 14,Chrome 134.0.6998.39,384x854,384x714,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742974829242,26/03/2025 07:40,1742985629242,3,26/03/2025 13:40,209877,4,questionnaire-wmsj,,44724154,BLINDED,13035459,,live,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3.1,414x896,414x699,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742974981466,26/03/2025 07:43,1742985781466,3,26/03/2025 13:43,209877,4,questionnaire-wmsj,,44724225,BLINDED,13035472,,complete,,,mobile,Apple iPhone,iOS 18.0.1,Mobile Safari 18.0.1,390x844,390x648,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742975180227,26/03/2025 07:46,1742985980227,3,26/03/2025 13:46,209877,4,questionnaire-wmsj,,44724284,BLINDED,13035481,,live,,,mobile,Apple iPhone,iOS 18.3.1,Mobile Safari 18.3,393x852,393x659,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742975201690,26/03/2025 07:46,1742986001690,3,26/03/2025 13:46,209877,4,questionnaire-wmsj,,44724322,BLINDED,13035490,,live,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,393x852,393x649,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742991194745,26/03/2025 12:13,1743001994745,3,26/03/2025 18:13,209877,4,questionnaire-wmsj,,44732358,BLINDED,13037683,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,390x844,390x648,,,0,Consent form Olga,2,consent,M,Я согласен(-на).,1
1,1743002980179,26/03/2025 15:29,1743013780179,3,26/03/2025 21:29,209877,4,questionnaire-wmsj,,44740405,BLINDED,13039972,,complete,,,mobile,undefined K,Android 15,Chrome 134.0.6998.39,393x873,392x735,,,0,Consent form Olga,2,consent,M,Я согласен(-на).,1
1,1743405810580,31/03/2025 07:23,1743416610580,3,31/03/2025 13:23,209877,4,questionnaire-wmsj,,44943637,BLINDED,13074917,,live,,,mobile,undefined K,Android 12,Chrome 134.0.6998.135,360x825,360x728,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1743405863978,31/03/2025 07:24,1743416663978,3,31/03/2025 13:24,209877,4,questionnaire-wmsj,,44943656,BLINDED,13074923,,complete,,,mobile,undefined K,Android 12,Chrome 134.0.6998.135,360x825,360x728,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1743405686315,31/03/2025 07:21,1743416486315,3,31/03/2025 13:21,209877,4,questionnaire-wmsj,,44943607,BLINDED,13074905,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Mobile Safari 16.5.1,414x896,414x699,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
